target_id	length	eff_length	est_counts	tpm
lcl|CP000514.1_cds_ABM20503.1_3395	1278	767.064	527	142.622
lcl|CP000514.1_cds_ABM20504.1_3396	207	53.3333	27	105.093
lcl|CP000514.1_cds_ABM20505.1_3397	297	37.5361	69	381.599
lcl|CP000514.1_cds_ABM20506.1_3398	636	162.01	439	562.511
lcl|CP000514.1_cds_ABM20507.1_3399	1536	1021.99	709	144.015
lcl|CP000514.1_cds_ABM20508.1_3400	678	194.718	280	298.51
lcl|CP000514.1_cds_ABM20509.1_3401	1140	633.66	531	173.958
lcl|CP000514.1_cds_ABM20510.1_3402	528	90.8096	145	331.469
lcl|CP000514.1_cds_ABM20511.1_3403	1053	542.199	354	135.535
lcl|CP000514.1_cds_ABM20512.1_3404	1992	1485.61	1087	151.891
lcl|CP000514.1_cds_ABM20513.1_3405	1620	1117.15	851	158.133
lcl|CP000514.1_cds_ABM20514.1_3406	441	52.6355	159	627.083
lcl|CP000514.1_cds_ABM20515.1_3407	468	62.0091	62	207.56
lcl|CP000514.1_cds_ABM20516.1_3408	1347	840.217	525	129.71
lcl|CP000514.1_cds_ABM20517.1_3409	897	393.926	345	181.807
lcl|CP000514.1_cds_ABM20518.1_3410	1266	764.431	693	188.192
lcl|CP000514.1_cds_ABM20519.1_3411	999	494.303	428	179.745
lcl|CP000514.1_cds_ABM20520.1_3412	318	36.7159	11	62.1935
lcl|CP000514.1_cds_ABM20521.1_3413	1581	1085.18	847	162.028
lcl|CP000514.1_cds_ABM20522.1_3414	1287	784.185	712	188.481
lcl|CP000514.1_cds_ABM20523.1_3415	936	432.092	379	182.083
lcl|CP000514.1_cds_ABM20524.1_3416	1572	1063.18	732	142.926
lcl|CP000514.1_cds_ABM20525.1_3417	1335	835.544	677	168.2
lcl|CP000514.1_cds_ABM20526.1_3418	3111	2602.19	1781	142.079
lcl|CP000514.1_cds_ABM20527.1_3419	1176	668.882	552	171.315
lcl|CP000514.1_cds_ABM20528.1_3420	717	226.977	240	219.501
lcl|CP000514.1_cds_ABM20529.1_3421	1818	1314.81	995	157.097
lcl|CP000514.1_cds_ABM20530.1_3422	1383	877.825	645	152.531
lcl|CP000514.1_cds_ABM20531.1_3423	1062	564.416	364	133.878
lcl|CP000514.1_cds_ABM20532.1_3424	465	61.2493	34	115.235
lcl|CP000514.1_cds_ABM20533.1_3425	786	288.272	182	131.062
lcl|CP000514.1_cds_ABM20534.1_3426	339	33.6657	10	61.6622
lcl|CP000514.1_cds_ABM20535.1_3427	1176	658.299	801	252.59
lcl|CP000514.1_cds_ABM20536.1_3428	1593	1087	1215	232.036
lcl|CP000514.1_cds_ABM20537.1_3429	1488	979.92	775	164.179
lcl|CP000514.1_cds_ABM20538.1_3430	351	32.6072	9	57.2975
lcl|CP000514.1_cds_ABM20539.1_3431	390	37.641	20	110.3
lcl|CP000514.1_cds_ABM20540.1_3432	1959	1452.55	979	139.913
lcl|CP000514.1_cds_ABM20541.1_3433	1737	1227.35	931	157.466
lcl|CP000514.1_cds_ABM20542.1_3434	183	50	7	29.0626
lcl|CP000514.1_cds_ABM20543.1_3435	933	429.133	435	210.428
lcl|CP000514.1_cds_ABM20544.1_3436	711	221.902	207	193.649
lcl|CP000514.1_cds_ABM20545.1_3437	1068	560.389	500	185.22
lcl|CP000514.1_cds_ABM20546.1_3438	1071	563.882	486	178.918
lcl|CP000514.1_cds_ABM20547.1_3439	459	58.968	134	471.732
lcl|CP000514.1_cds_ABM20548.1_3440	1077	565.67	494	181.289
lcl|CP000514.1_cds_ABM20549.1_3441	546	101.132	113	231.95
lcl|CP000514.1_cds_ABM20550.1_3442	1299	791.111	588	154.293
lcl|CP000514.1_cds_ABM20551.1_3443	1317	811.787	614	157.012
lcl|CP000514.1_cds_ABM20552.1_3444	1125	618.925	494	165.69
lcl|CP000514.1_cds_ABM20553.1_3445	957	452.753	379	173.774
lcl|CP000514.1_cds_ABM20554.1_3446	585	125.842	195	321.674
lcl|CP000514.1_cds_ABM20555.1_3447	1869	1369.9	982	148.809
lcl|CP000514.1_cds_ABM20556.1_3448	474	64.8369	238	762.011
lcl|CP000514.1_cds_ABM20557.1_3449	267	42.6923	66	320.923
lcl|CP000514.1_cds_ABM20558.1_3450	1440	935.222	772	171.36
lcl|CP000514.1_cds_ABM20559.1_3451	672	190.015	227	247.996
lcl|CP000514.1_cds_ABM20560.1_3452	1053	545.377	524	199.453
lcl|CP000514.1_cds_ABM20561.1_3453	795	296.562	375	262.496
lcl|CP000514.1_cds_ABM20562.1_3454	507	79.9145	53	137.676
lcl|CP000514.1_cds_ABM20563.1_3455	777	280.017	335	248.351
lcl|CP000514.1_cds_ABM20564.1_3456	1146	634.488	576	188.454
lcl|CP000514.1_cds_ABM20565.1_3457	3111	2601.18	1858	148.28
lcl|CP000514.1_cds_ABM20566.1_3458	1098	595.84	616	214.614
lcl|CP000514.1_cds_ABM20567.1_3459	3081	2577.18	1532	123.402
lcl|CP000514.1_cds_ABM20568.1_3460	1008	503.303	425	175.294
lcl|CP000514.1_cds_ABM20569.1_3461	312	37.3265	267	1484.91
lcl|CP000514.1_cds_ABM20570.1_3462	1296	785.58	748	197.66
lcl|CP000514.1_cds_ABM20571.1_3463	825	324.337	340	217.615
lcl|CP000514.1_cds_ABM20572.1_3464	588	128.061	323	523.59
lcl|CP000514.1_cds_ABM20573.1_3465	810	310.008	359	240.396
lcl|CP000514.1_cds_ABM20574.1_3466	201	47.3333	4	17.5428
lcl|CP000514.1_cds_ABM20575.1_3467	399	40.038	13	67.4028
lcl|CP000514.1_cds_ABM20576.1_3468	804	304.661	248	168.982
lcl|CP000514.1_cds_ABM20577.1_3469	831	330.021	210	132.095
lcl|CP000514.1_cds_ABM20578.1_3470	1011	506.303	355	145.554
lcl|CP000514.1_cds_ABM20579.1_3471	1344	837.748	597	147.934
lcl|CP000514.1_cds_ABM20580.1_3472	2385	1901.54	1391	151.855
lcl|CP000514.1_cds_ABM20581.1_3473	1041	535.323	480	186.137
lcl|CP000514.1_cds_ABM20582.1_3474	687	202.119	130	133.519
lcl|CP000514.1_cds_ABM20583.1_3475	756	260.703	214	170.402
lcl|CP000514.1_cds_ABM20584.1_3476	966	461.622	286	128.613
lcl|CP000514.1_cds_ABM20585.1_3477	687	202.119	220	225.955
lcl|CP000514.1_cds_ABM20586.1_3478	690	204.598	261	264.817
lcl|CP000514.1_cds_ABM20587.1_3479	1488	984.932	864	182.102
lcl|CP000514.1_cds_ABM20588.1_3480	579	121.876	101	172.033
lcl|CP000514.1_cds_ABM20589.1_3481	1029	525.53	430	169.855
lcl|CP000514.1_cds_ABM20590.1_3482	813	312.918	335	222.239
lcl|CP000514.1_cds_ABM20591.1_3483	1368	858.675	645	155.933
lcl|CP000514.1_cds_ABM20592.1_3484	1833	1328.19	896	140.041
lcl|CP000514.1_cds_ABM20593.1_3485	1848	1335.2	866	134.641
lcl|CP000514.1_cds_ABM20594.1_3486	1302	791.614	507	132.954
lcl|CP000514.1_cds_ABM20595.1_3487	270	39.1304	2	10.6102
lcl|CP000514.1_cds_ABM20596.1_3488	1011	506.303	409	167.695
lcl|CP000514.1_cds_ABM20597.1_3489	876	373.481	256	142.291
lcl|CP000514.1_cds_ABM20598.1_3490	291	38.9625	0	0
lcl|CP000514.1_cds_ABM20599.1_3491	786	288.272	203	146.184
lcl|CP000514.1_cds_ABM20600.1_3492	1098	588.333	416	146.783
lcl|CP000514.1_cds_ABM20601.1_3493	1149	641.471	386	124.916
lcl|CP000514.1_cds_ABM20602.1_3494	1974	1478.84	1008	141.497
lcl|CP000514.1_cds_ABM20603.1_3495	1350	842.014	642	158.279
lcl|CP000514.1_cds_ABM20604.1_3496	705	216.834	202	193.388
lcl|CP000514.1_cds_ABM20605.1_3497	618	148.975	200	278.692
lcl|CP000514.1_cds_ABM20606.1_3498	618	148.975	216	300.987
lcl|CP000514.1_cds_ABM20607.1_3499	738	244.664	252	213.815
lcl|CP000514.1_cds_ABM20608.1_3500	1068	557.685	518	192.818
lcl|CP000514.1_cds_ABM20609.1_3501	834	332.925	332	207.014
lcl|CP000514.1_cds_ABM20610.1_3502	978	473.489	374	163.972
lcl|CP000514.1_cds_ABM20611.1_3503	438	51.5344	160	644.51
lcl|CP000514.1_cds_ABM20612.1_3504	738	244.664	547	464.114
lcl|CP000514.1_cds_ABM20613.1_3505	954	449.882	627	289.318
lcl|CP000514.1_cds_ABM20614.1_3506	768	271.528	205	156.728
lcl|CP000514.1_cds_ABM20615.1_3507	681	197.231	100	105.252
lcl|CP000514.1_cds_ABM20616.1_3508	1080	571.262	433	157.347
lcl|CP000514.1_cds_ABM20617.1_3509	882	379.408	387	211.744
lcl|CP000514.1_cds_ABM20618.1_3510	909	405.811	485	248.099
lcl|CP000514.1_cds_ABM20619.1_3511	654	175.642	460	543.672
lcl|CP000514.1_cds_ABM20620.1_3512	423	47.0441	255	1125.23
lcl|CP000514.1_cds_ABM20621.1_3513	792	293.734	436	308.133
lcl|CP000514.1_cds_ABM20622.1_3514	855	353.032	276	162.294
lcl|CP000514.1_cds_ABM20623.1_3515	867	364.586	255	145.193
lcl|CP000514.1_cds_ABM20624.1_3516	3750	3242.09	2102	134.591
lcl|CP000514.1_cds_ABM20625.1_3517	1071	563.194	467	172.134
lcl|CP000514.1_cds_ABM20626.1_3518	1308	801.498	595	154.107
lcl|CP000514.1_cds_ABM20627.1_3519	1164	658.533	503	158.561
lcl|CP000514.1_cds_ABM20628.1_3520	1242	739.362	475	133.365
lcl|CP000514.1_cds_ABM20629.1_3521	873	370.481	304	170.339
lcl|CP000514.1_cds_ABM20630.1_3522	2646	2144.71	1249	120.893
lcl|CP000514.1_cds_ABM20631.1_3523	462	59.8438	84	291.385
lcl|CP000514.1_cds_ABM20632.1_3524	1215	716.41	622	180.234
lcl|CP000514.1_cds_ABM20633.1_3525	675	192.259	351	378.99
lcl|CP000514.1_cds_ABM20634.1_3526	237	46.8889	18	79.691
lcl|CP000514.1_cds_ABM20635.1_3527	156	30.6	13	88.1919
lcl|CP000514.1_cds_ABM20636.1_3528	861	358.724	328	189.81
lcl|CP000514.1_cds_ABM20637.1_3529	639	164.316	245	309.523
lcl|CP000514.1_cds_ABM20638.1_3530	609	142.554	321	467.446
lcl|CP000514.1_cds_ABM20639.1_3531	645	169.019	363	445.84
lcl|CP000514.1_cds_ABM20640.1_3532	684	199.76	376	390.739
lcl|CP000514.1_cds_ABM20641.1_3533	1446	941.496	794	175.069
lcl|CP000514.1_cds_ABM20642.1_3534	639	164.316	261	329.736
lcl|CP000514.1_cds_ABM20643.1_3535	1599	1101.46	902	169.998
lcl|CP000514.1_cds_ABM20644.1_3536	483	68.8434	246	741.788
lcl|CP000514.1_cds_ABM20645.1_3537	1293	782.053	605	160.593
lcl|CP000514.1_cds_ABM20646.1_3538	2139	1634.97	1107	140.554
lcl|CP000514.1_cds_ABM20647.1_3539	1032	524.247	489	193.633
lcl|CP000514.1_cds_ABM20648.1_3540	222	62	16	53.5716
lcl|CP000514.1_cds_ABM20649.1_3541	264	45.7353	35	158.863
lcl|CP000514.1_cds_ABM20650.1_3542	630	157.584	112	147.541
lcl|CP000514.1_cds_ABM20651.1_3543	1692	1185.9	920	161.044
lcl|CP000514.1_cds_ABM20652.1_3544	348	32.5917	72	458.599
lcl|CP000514.1_cds_ABM20653.1_3545	1836	1336.49	942	146.316
lcl|CP000514.1_cds_ABM20654.1_3546	348	32.5917	44	280.255
lcl|CP000514.1_cds_ABM20655.1_3547	1566	1062.42	847	165.499
lcl|CP000514.1_cds_ABM20656.1_3548	1095	589.4	554	195.122
lcl|CP000514.1_cds_ABM20657.1_3549	447	54.6455	119	452.063
lcl|CP000514.1_cds_ABM20658.1_3550	2562	2060.06	1392	140.27
lcl|CP000514.1_cds_ABM20659.1_3551	861	358.724	229	132.52
lcl|CP000514.1_cds_ABM20660.1_3552	1158	654.485	638	202.361
lcl|CP000514.1_cds_ABM20661.1_3553	168	42.6	28	136.444
lcl|CP000514.1_cds_ABM20662.1_3554	558	108.519	213	407.458
lcl|CP000514.1_cds_ABM20663.1_3555	567	114.229	127	230.8
lcl|CP000514.1_cds_ABM20664.1_3556	885	382.262	333	180.838
lcl|CP000514.1_cds_ABM20665.1_3557	693	206.989	297	297.863
lcl|CP000514.1_cds_ABM20666.1_3558	1323	821.727	635	160.418
lcl|CP000514.1_cds_ABM20667.1_3559	897	393.926	395	208.156
lcl|CP000514.1_cds_ABM20668.1_3560	1233	730.623	746	211.959
lcl|CP000514.1_cds_ABM20669.1_3561	738	244.664	345	292.722
lcl|CP000514.1_cds_ABM20670.1_3562	1029	529.263	352	138.063
lcl|CP000514.1_cds_ABM20671.1_3563	696	209.478	164	162.522
lcl|CP000514.1_cds_ABM20672.1_3564	480	67.5392	28	86.0615
lcl|CP000514.1_cds_ABM20673.1_3565	927	423.255	404	198.146
lcl|CP000514.1_cds_ABM20674.1_3566	2604	2092.38	1442	143.064
lcl|CP000514.1_cds_ABM20675.1_3567	291	38.9625	39	207.79
lcl|CP000514.1_cds_ABM20676.1_3568	2421	1915.46	1296	140.455
lcl|CP000514.1_cds_ABM20677.1_3569	2733	2220.73	1378	128.813
lcl|CP000514.1_cds_ABM20678.1_3570	1731	1229.09	919	155.216
lcl|CP000514.1_cds_ABM20679.1_3571	612	144.604	331	475.176
lcl|CP000514.1_cds_ABM20680.1_3572	804	304.661	442	301.17
lcl|CP000514.1_cds_ABM20681.1_3573	207	53.3333	45	175.154
lcl|CP000514.1_cds_ABM20682.1_3574	381	37.2612	134	746.543
lcl|CP000514.1_cds_ABM20683.1_3575	2448	1954.05	1334	141.719
lcl|CP000514.1_cds_ABM20684.1_3576	2862	2361.15	1512	132.933
lcl|CP000514.1_cds_ABM20685.1_3577	750	255.336	201	163.414
lcl|CP000514.1_cds_ABM20686.1_3578	405	41.9764	269	1330.31
lcl|CP000514.1_cds_ABM20687.1_3579	657	178.097	434	505.871
lcl|CP000514.1_cds_ABM20688.1_3580	1104	605.959	616	211.03
lcl|CP000514.1_cds_ABM20689.1_3581	834	332.925	395	246.296
lcl|CP000514.1_cds_ABM20690.1_3582	600	136.427	225	342.365
lcl|CP000514.1_cds_ABM20691.1_3583	1296	783.618	509	134.84
lcl|CP000514.1_cds_ABM20692.1_3584	366	34.2232	29	175.907
lcl|CP000514.1_cds_ABM20693.1_3585	1023	517.559	434	174.075
lcl|CP000514.1_cds_ABM20694.1_3586	723	232.105	262	234.328
lcl|CP000514.1_cds_ABM20695.1_3587	888	385.225	295	158.97
lcl|CP000514.1_cds_ABM20696.1_3588	1275	762.949	473	128.698
lcl|CP000514.1_cds_ABM20697.1_3589	1389	881.409	617	145.316
lcl|CP000514.1_cds_ABM20698.1_3590	1050	538.012	568	219.161
lcl|CP000514.1_cds_ABM20699.1_3591	405	41.9764	95	469.813
lcl|CP000514.1_cds_ABM20700.1_3592	1092	584.888	448	159.006
lcl|CP000514.1_cds_ABM20701.1_3593	1176	664.543	511	159.626
lcl|CP000514.1_cds_ABM20702.1_3594	798	299.129	255	176.965
lcl|CP000514.1_cds_ABM20703.1_3595	639	164.316	105	132.653
lcl|CP000514.1_cds_ABM20704.1_3596	672	190.015	143	156.227
lcl|CP000514.1_cds_ABM20705.1_3597	1212	694.17	440	131.581
lcl|CP000514.1_cds_ABM20706.1_3598	1005	500.303	352	146.055
lcl|CP000514.1_cds_ABM20707.1_3599	405	41.9764	57	281.888
lcl|CP000514.1_cds_ABM20708.1_3600	717	226.977	202	184.746
lcl|CP000514.1_cds_ABM20709.1_3601	1071	557.847	437	162.62
lcl|CP000514.1_cds_ABM20710.1_3602	798	299.129	455	315.762
lcl|CP000514.1_cds_ABM20711.1_3603	2181	1659.66	1385	173.236
lcl|CP000514.1_cds_ABM20712.1_3604	393	38.2626	163	884.341
lcl|CP000514.1_cds_ABM20713.1_3605	1137	627.8	507	167.646
lcl|CP000514.1_cds_ABM20714.1_3606	1206	700.965	484	143.336
lcl|CP000514.1_cds_ABM20715.1_3607	414	44.641	52	241.811
lcl|CP000514.1_cds_ABM20716.1_3608	1449	942.536	801	176.417
lcl|CP000514.1_cds_ABM20717.1_3609	1014	509.303	488	198.907
lcl|CP000514.1_cds_ABM20718.1_3610	1455	951.58	677	147.69
lcl|CP000514.1_cds_ABM20719.1_3611	1383	876.26	664	157.305
lcl|CP000514.1_cds_ABM20720.1_3612	339	33.6657	79	487.131
lcl|CP000514.1_cds_ABM20721.1_3613	1110	605.617	565	193.668
lcl|CP000514.1_cds_ABM20722.1_3614	588	128.061	142	230.185
lcl|CP000514.1_cds_ABM20723.1_3615	2142	1644.18	1201	151.635
lcl|CP000514.1_cds_ABM20724.1_3616	2325	1822.4	1357	154.576
lcl|CP000514.1_cds_ABM20725.1_3617	1206	707.544	613	179.851
lcl|CP000514.1_cds_ABM20726.1_3618	1245	737.281	516	145.286
lcl|CP000514.1_cds_ABM20727.1_3619	681	197.231	141	148.406
lcl|CP000514.1_cds_ABM20728.1_3620	1272	766.139	531	143.878
lcl|CP000514.1_cds_ABM20729.1_3621	831	330.021	323	203.174
lcl|CP000514.1_cds_ABM20730.1_3622	810	310.008	305	204.236
lcl|CP000514.1_cds_ABM20731.1_3623	1209	698.645	571	169.663
lcl|CP000514.1_cds_ABM20732.1_3624	1608	1110.77	759	141.848
lcl|CP000514.1_cds_ABM20733.1_3625	2280	1773.47	1170	136.952
lcl|CP000514.1_cds_ABM20734.1_3626	957	452.753	393	180.193
lcl|CP000514.1_cds_ABM20735.1_3627	909	405.811	404	206.664
lcl|CP000514.1_cds_ABM20736.1_3628	321	35.8776	28	162.01
lcl|CP000514.1_cds_ABM20737.1_3629	207	53.3333	2	7.78463
lcl|CP000514.1_cds_ABM20738.1_3630	1122	612.411	406	137.623
lcl|CP000514.1_cds_ABM20739.1_3631	1686	1181.62	872	153.196
lcl|CP000514.1_cds_ABM20740.1_3632	1788	1277.49	892	144.948
lcl|CP000514.1_cds_ABM20741.1_3633	2046	1536.26	972	131.343
lcl|CP000514.1_cds_ABM20742.1_3634	1917	1414.07	922	135.353
lcl|CP000514.1_cds_ABM20743.1_3635	2763	2256.64	1671	153.717
lcl|CP000514.1_cds_ABM20744.1_3636	2901	2407.89	1722	148.458
lcl|CP000514.1_cds_ABM20745.1_3637	987	482.443	378	162.649
lcl|CP000514.1_cds_ABM20746.1_3638	1455	953.455	684	148.923
lcl|CP000514.1_cds_ABM20747.1_3639	1452	950.792	764	166.807
lcl|CP000514.1_cds_ABM20748.1_3640	441	52.6355	177	698.073
lcl|CP000514.1_cds_ABM20749.1_3641	402	40.9605	37	187.518
lcl|CP000514.1_cds_ABM20750.1_3642	243	47.95	1	4.3293
lcl|CP000514.1_cds_ABM20751.1_3643	720	229.497	270	244.227
lcl|CP000514.1_cds_ABM20752.1_3644	588	128.061	124	201.007
lcl|CP000514.1_cds_ABM20753.1_3645	2139	1630.44	1291	164.372
lcl|CP000514.1_cds_ABM20754.1_3646	702	214.359	280	271.159
lcl|CP000514.1_cds_ABM20755.1_3647	2037	1527.28	985	133.882
lcl|CP000514.1_cds_ABM20756.1_3648	1308	803.758	552	142.568
lcl|CP000514.1_cds_ABM20757.1_3649	780	282.633	349	256.335
lcl|CP000514.1_cds_ABM20758.1_3650	2808	2333.06	1524	135.602
lcl|CP000514.1_cds_ABM20759.1_3651	972	467.534	378	167.836
lcl|CP000514.1_cds_ABM20760.1_3652	579	121.876	187	318.516
lcl|CP000514.1_cds_ABM20761.1_3653	297	37.5361	12	66.365
lcl|CP000514.1_cds_ABM20762.1_3654	915	411.694	437	220.35
lcl|CP000514.1_cds_ABM20763.1_3655	600	136.427	227	345.408
lcl|CP000514.1_cds_ABM20764.1_3656	888	385.225	325	175.136
lcl|CP000514.1_cds_ABM20765.1_3657	438	51.5344	87	350.452
lcl|CP000514.1_cds_ABM20766.1_3658	1320	816.573	727	184.819
lcl|CP000514.1_cds_ABM20767.1_3659	1410	908.449	774	176.867
lcl|CP000514.1_cds_ABM20768.1_3660	5250	4768.2	3273	142.495
lcl|CP000514.1_cds_ABM20769.1_3661	2004	1514.7	1147	157.197
lcl|CP000514.1_cds_ABM20770.1_3662	627	155.275	254	339.578
lcl|CP000514.1_cds_ABM20771.1_3663	405	41.9764	132	652.793
lcl|CP000514.1_cds_ABM20772.1_3664	699	211.856	204	199.893
lcl|CP000514.1_cds_ABM20773.1_3665	333	34.8182	15	89.4318
lcl|CP000514.1_cds_ABM20774.1_3666	1095	576.966	492	177.02
lcl|CP000514.1_cds_ABM20775.1_3667	450	55.7982	103	383.198
lcl|CP000514.1_cds_ABM20776.1_3668	465	61.2493	74.4515	252.336
lcl|CP000514.1_cds_ABM20777.1_3669	1542	1038.79	636.706	127.238
lcl|CP000514.1_cds_ABM20778.1_3670	732	239.553	180.986	156.837
lcl|CP000514.1_cds_ABM20779.1_3671	804	304.661	452	307.984
lcl|CP000514.1_cds_ABM20780.1_3672	669	187.646	551	609.563
lcl|CP000514.1_cds_ABM20781.1_3673	945	440.925	515.932	242.904
lcl|CP000514.1_cds_ABM20782.1_3674	291	38.9625	196	1044.28
lcl|CP000514.1_cds_ABM20783.1_3675	1167	652.531	617	196.287
lcl|CP000514.1_cds_ABM20784.1_3676	612	144.604	161	231.128
lcl|CP000514.1_cds_ABM20785.1_3677	1056	546.371	422.389	160.484
lcl|CP000514.1_cds_ABM20786.1_3678	4038	3529.63	2164	127.273
lcl|CP000514.1_cds_ABM20787.1_3679	543	99.269	77	161.022
lcl|CP000514.1_cds_ABM20788.1_3680	2172	1662.77	1054.57	131.659
lcl|CP000514.1_cds_ABM20789.1_3681	3585	3085.21	2116	142.376
lcl|CP000514.1_cds_ABM20790.1_3682	1449	945.258	651	142.968
lcl|CP000514.1_cds_ABM20791.1_3683	636	162.01	118	151.199
lcl|CP000514.1_cds_ABM20792.1_3684	1566	1051.6	912	180.033
lcl|CP000514.1_cds_ABM20793.1_3685	2688	2198.49	1460	137.859
lcl|CP000514.1_cds_ABM20794.1_3686	822	321.399	204	131.763
lcl|CP000514.1_cds_ABM20795.1_3687	1335	828.386	539	135.071
lcl|CP000514.1_cds_ABM20796.1_3688	534	93.9157	65	143.675
lcl|CP000514.1_cds_ABM20797.1_3689	1311	801.113	539	139.669
lcl|CP000514.1_cds_ABM20798.1_3690	1017	512.239	316	128.062
lcl|CP000514.1_cds_ABM20799.1_3691	1773	1262.47	868	142.727
lcl|CP000514.1_cds_ABM20800.1_3692	438	51.5344	169	680.764
lcl|CP000514.1_cds_ABM20801.1_3693	1482	975.011	724	154.147
lcl|CP000514.1_cds_ABM20802.1_3694	498	75.2855	205	565.261
lcl|CP000514.1_cds_ABM20803.1_3695	261	44.0303	109	513.903
lcl|CP000514.1_cds_ABM20804.1_3696	315	36.9565	57	320.177
lcl|CP000514.1_cds_ABM20805.1_3697	447	54.6455	104	395.081
lcl|CP000514.1_cds_ABM20806.1_3698	516	84.6869	188	460.838
lcl|CP000514.1_cds_ABM20807.1_3699	282	39.0952	70	371.69
lcl|CP000514.1_cds_ABM20808.1_3700	1479	966.77	653	140.216
lcl|CP000514.1_cds_ABM20809.1_3701	681	197.231	206	216.82
lcl|CP000514.1_cds_ABM20810.1_3702	780	282.633	274	201.249
lcl|CP000514.1_cds_ABM20811.1_3703	912	408.694	486	246.856
lcl|CP000514.1_cds_ABM20812.1_3704	861	358.724	652	377.306
lcl|CP000514.1_cds_ABM20813.1_3705	876	373.481	385	213.993
lcl|CP000514.1_cds_ABM20814.1_3706	675	192.259	219	236.464
lcl|CP000514.1_cds_ABM20815.1_3707	1218	707.574	431	126.448
lcl|CP000514.1_cds_ABM20816.1_3708	636	162.01	272	348.526
lcl|CP000514.1_cds_ABM20817.1_3709	1179	668.339	603	187.295
lcl|CP000514.1_cds_ABM20818.1_3710	813	312.918	474	314.452
lcl|CP000514.1_cds_ABM20819.1_3711	333	34.8182	130	775.075
lcl|CP000514.1_cds_ABM20820.1_3712	690	204.598	248	251.627
lcl|CP000514.1_cds_ABM20821.1_3713	408	42.7875	84	407.539
lcl|CP000514.1_cds_ABM20822.1_3714	855	353.032	422	248.145
lcl|CP000514.1_cds_ABM20823.1_3715	1536	1033.77	745	149.603
lcl|CP000514.1_cds_ABM20824.1_3716	1206	699.431	564	167.394
lcl|CP000514.1_cds_ABM20825.1_3717	2067	1549.53	1086	145.491
lcl|CP000514.1_cds_ABM20826.1_3718	1053	547.73	577	218.683
lcl|CP000514.1_cds_ABM20827.1_3719	273	39.6939	91	475.91
lcl|CP000514.1_cds_ABM20828.1_3720	1020	509.334	492	200.525
lcl|CP000514.1_cds_ABM20829.1_3721	1314	813.38	618	157.725
lcl|CP000514.1_cds_ABM20830.1_3722	1011	506.303	355	145.554
lcl|CP000514.1_cds_ABM20831.1_3723	510	81.6531	56	142.371
lcl|CP000514.1_cds_ABM20832.1_3724	432	49.9302	36	149.674
lcl|CP000514.1_cds_ABM20833.1_3725	567	114.229	58	105.405
lcl|CP000514.1_cds_ABM20834.1_3726	867	364.586	315	179.357
lcl|CP000514.1_cds_ABM20835.1_3727	954	449.882	483	222.872
lcl|CP000514.1_cds_ABM20836.1_3728	393	38.2626	160	868.065
lcl|CP000514.1_cds_ABM20837.1_3729	363	33.7741	29	178.246
lcl|CP000514.1_cds_ABM20838.1_3730	546	101.132	140	287.372
lcl|CP000514.1_cds_ABM20839.1_3731	2076	1586.67	1201	157.132
lcl|CP000514.1_cds_ABM20840.1_3732	900	396.926	307	160.559
lcl|CP000514.1_cds_ABM20841.1_3733	7620	7162.99	4617	133.805
lcl|CP000514.1_cds_ABM20842.1_3734	1053	546.144	322	122.393
lcl|CP000514.1_cds_ABM20843.1_3735	462	59.8438	60	208.132
lcl|CP000514.1_cds_ABM20844.1_3736	492	72.6314	94	268.665
lcl|CP000514.1_cds_ABM20845.1_3737	774	277.208	201	150.521
lcl|CP000514.1_cds_ABM20846.1_3738	813	312.918	235	155.899
lcl|CP000514.1_cds_ABM20847.1_3739	987	482.443	431	185.455
lcl|CP000514.1_cds_ABM20848.1_3740	1083	577.226	590	212.184
lcl|CP000514.1_cds_ABM20849.1_3741	1086	575.04	513	185.194
lcl|CP000514.1_cds_ABM20850.1_3742	888	385.225	400	215.552
lcl|CP000514.1_cds_ABM20851.1_3743	570	115.999	270	483.186
lcl|CP000514.1_cds_ABM20852.1_3744	408	42.7875	39	189.215
lcl|CP000514.1_cds_ABM20853.1_3745	435	50.6485	107	438.555
lcl|CP000514.1_cds_ABM20854.1_3746	1311	799.613	678	176.018
lcl|CP000514.1_cds_ABM20855.1_3747	2268	1762.44	1260	148.41
lcl|CP000514.1_cds_ABM20856.1_3748	321	35.8776	115	665.398
lcl|CP000514.1_cds_ABM20857.1_3749	435	50.6485	161	659.882
lcl|CP000514.1_cds_ABM20858.1_3750	2583	2084.76	1429	142.293
lcl|CP000514.1_cds_ABM20859.1_3751	450	55.7982	166	617.582
lcl|CP000514.1_cds_ABM20860.1_3752	1719	1214.81	905	154.649
lcl|CP000514.1_cds_ABM20861.1_3753	1983	1490.46	1063	148.054
lcl|CP000514.1_cds_ABM20862.1_3754	198	44.3333	0	0
lcl|CP000514.1_cds_ABM20863.1_3755	954	449.882	399	184.111
lcl|CP000514.1_cds_ABM20864.1_3756	1152	644.476	566	182.312
lcl|CP000514.1_cds_ABM20865.1_3757	912	408.694	417	211.809
lcl|CP000514.1_cds_ABM20866.1_3758	1218	713.308	720	209.538
lcl|CP000514.1_cds_ABM20867.1_3759	498	75.2855	328	904.418
lcl|CP000514.1_cds_ABM20868.1_3760	1323	809.247	868	222.662
lcl|CP000514.1_cds_ABM20869.1_3761	426	47.9571	183	792.146
lcl|CP000514.1_cds_ABM20870.1_3762	1638	1138.18	984	179.469
